id;commit_hash;file;heuristic;refactoring_type;is_floss;project
86;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm-annotations-processor/src/test/resources/io/realm/AllTypesRealmProxy.java;true positive;change method declaration;not_floss;realm
87;fa982b07c69aca919e4483d4b15c1bdc1039b993;realm-annotations-processor/src/main/java/io/realm/processor/RealmProxyClassGenerator.java;true positive;none;not_floss;realm
88;936a2921282bf171b06c3c77450e93c78c6beb7d;core/src/main/java/com/google/errorprone/bugpatterns/BugChecker.java;true positive;none;not_floss;error-prone
89;e55275fc6df6b1b6b6e56a3c905da8dbea05d4df;core/src/main/java/com/google/errorprone/Scanner.java;unhandled refactoring conflict;change method declaration;floss;error-prone
90;9caa3b58f0876ed46604a2a43893574d35f344d4;core/src/main/java/com/google/errorprone/bugpatterns/BugChecker.java;ordering conflict;none;not_floss;error-prone
91;f95b432f949ca794b9445058d5f5fa185142c7ff;/core/src/main/java/com/google/errorprone/ErrorProneScanner.java;true positive;inline method;floss;error-prone
92;f95b432f949ca794b9445058d5f5fa185142c7ff;core/src/main/java/com/google/errorprone/matchers/Matchers.java;ordering conflict;none;not_floss;error-prone
93;07559b47674594fdf40f2855f83b492f67f9093c;core/src/test/java/com/google/errorprone/CompilationTestHelper.java;unhandled refactoring conflict;change method declaration;floss;error-prone
94;0e97a336019b2590a5a486cd4d0249a60db36eb7;/core/src/main/java/com/google/errorprone/ErrorProneScanner.java;unhandled refactoring conflict;inline method;floss;error-prone
95;0e97a336019b2590a5a486cd4d0249a60db36eb7;core/src/main/java/com/google/errorprone/matchers/Matchers.java;ordering conflict;none;not_floss;error-prone
96;5070bb4801aaeb9f30d56222ccae5cc90d0aadef;core/src/main/java/com/google/errorprone/ErrorProneScanner.java;true positive;none;not_floss;error-prone
97;6f83c0839dd0343f229406d4222d8c5bea768c47;core/src/main/java/com/google/errorprone/ErrorProneScanner.java;ordering conflict;none;not_floss;error-prone
98;6f83c0839dd0343f229406d4222d8c5bea768c47;core/src/main/java/com/google/errorprone/ErrorProneScanner.java;true positive;none;not_floss;error-prone
99;a55753d55f1c7f517bb977441785ff84cb4b9a04;core/src/test/java/com/google/errorprone/bugpatterns/SelfAssignmentTest.java;true positive;none;not_floss;error-prone
100;a55753d55f1c7f517bb977441785ff84cb4b9a04;core/src/test/java/com/google/errorprone/bugpatterns/ArrayToStringTest.java;true positive;none;not_floss;error-prone
101;960ae38ca01fc971981fafe35813c4e7091b81d0; core/src/main/java/com/google/errorprone/matchers/Matchers.java;ordering conflict;none;not_floss;error-prone
102;ce61416fbd8773003d86bd5f56b3e42569d9e068;core/src/test/resources/com/google/errorprone/bugpatterns/ArrayToStringPositiveCases.java;true positive;none;not_floss;error-prone
